wals.code,latitude,longitude,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,80A,81A,82A,83A,84A,85A,86A,87A,88A,89A,90A,91A,92A,93A,94A,95A,96A,97A,98A,99A,100A,101A,102A,103A,104A,105A,106A,107A,108A,109A,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,130A,131A,132A,133A,134A,135A,136A,137A,138A,139A,140A,141A,142A,143A,144A,glottocode,language
snh,7,80.5,Average,Large (7-14),Average,In plosives alone,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,NA,No tones,NA,NA,NA,NA,All present,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Associative same as additive plural,NA,NA,NA,NA,NA,NA,Related for all demonstratives,NA,Multiple politeness distinctions,NA,Identical,NA,5 cases,Symmetrical,Case suffixes,NA,"First, two-th, three-th",NA,Absent,NA,NA,NA,NA,NA,NA,NA,'And' different from 'with',NA,NA,NA,NA,NA,Tense-aspect suffixes,NA,NA,Neither type of system,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,Postpositions,NA,Adjective-Noun,NA,No dominant order,Noun-Relative clause,Degree word-Adjective,NA,NA,Mixed,OV and Postpositions,OV and NRel,OV and AdjN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morphological but no compound,NA,NA,NA,NA,NA,Locational,Nonverbal encoding,Different,Possible,NA,NA,NA,NA,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,NA,NA,NA,sinh1246,Sinhala
snm,4.5,-64.6666666667,Small,Large (7-14),Low,No voicing contrast,Other,None,No glottalized consonants,No laterals,No velar nasal,Contrast present,None,Moderately complex,No tones,Penultimate,Fixed stress (no weight-sensitivity),No weight,Trochaic,All present,None,Exclusively concatenative,Monoexponential case,4-5 categories per word,Head marking,Dependent marking,Inconsistent or other,Little affixation,NA,No case marking,No subject person/number marking,NA,NA,NA,Plural word,NA,Person stem + pronominal plural affix,NA,NA,NA,Inclusive/exclusive,No person marking,Three-way contrast,NA,NA,No gender distinctions,No politeness distinction,NA,NA,No person marking,2 cases,Additive-quantitatively asymmetrical,Postpositional clitics,NA,NA,NA,Optional,NA,No possessive affixes,Absent,Two classes,Highly differentiated,NA,No action nominals,NA,Both expressed by juxtaposition,No grammatical marking,"Present, 2-3 remoteness distinctions",No inflectional future,No perfect,No tense-aspect inflection,No second-person imperatives,Normal imperative + special negative,Neither type of system,Inflectional optative absent,Verbal constructions,Other,No overlap,Direct and indirect,Mixed,None,None,SOV,SV,OV,XOV,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,NA,Mixed,Adjective-Degree word,No question particle,Not initial interrogative phrase,Final subordinator word,OV and Postpositions,Other,OV and NAdj,Ergative - absolutive,Ergative - absolutive,Neutral,Obligatory pronouns in subject position,No person marking,No person marking,A and P do not or do not both occur on the verb,Indirect-object construction,Distinct from reflexive,Present,Oblique patient,No applicative construction,NA,Morphological but no compound,Negative auxiliary verb,Both,A/Cat,NA,Interrogative intonation only,NA,Verbal encoding,Identical,Possible,NA,Non-reduction,NA,NA,Deranked,Deranked,Deranked,NA,NA,NA,NA,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,NA,NA,NA,NA,NA,VNeg,SOVNeg,sanu1240,Sanuma
snn,15,-10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minimal system,Inflectional optative absent,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,NA,NA,Noun-Adjective,NA,NA,NA,NA,Final,Not initial interrogative phrase,NA,NA,NA,OV and NAdj,NA,NA,NA,Obligatory pronouns in subject position,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative particle,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Others,NA,NA,NA,NA,NegV,SNegOV,soni1259,Soninke
sno,69,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Initial,Fixed stress (no weight-sensitivity),No weight,Trochaic,NA,NA,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,"All nouns, always obligatory",NA,Unique affixal associative plural,No definite or indefinite article,No definite or indefinite article,NA,NA,NA,NA,NA,NA,NA,Interrogative-based,NA,NA,6-7 cases,Additive-quantitatively asymmetrical,Case suffixes,Identity,"First, second, three-th",NA,NA,NA,Possessive suffixes,NA,NA,NA,NA,NA,NA,Identity,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,Normal imperative + normal negative,Maximal system,NA,Verbal constructions,Verbal constructions,No overlap,NA,NA,NA,NA,SVO,SV,VO,NA,Postpositions,Genitive-Noun,Adjective-Noun,NA,NA,NA,NA,NA,NA,NA,VO and Postpositions,NA,VO and AdjN,NA,NA,NA,NA,NA,NA,NA,Indirect-object construction,NA,NA,NA,NA,NA,NA,Negative auxiliary verb,NA,NA,Predicate negation also present,Question particle,NA,NA,NA,NA,NA,NA,NA,Subject is left implicit,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,NA,NegV,Other,nort2671,Northern Sami
snt,-2.58333333333,140.583333333,Small,Large (7-14),Low,In plosives alone,Other,None,No glottalized consonants,No laterals,No velar nasal,NA,None,NA,NA,No fixed stress,Right-edge: Ultimate or penultimate,Coda consonant,Trochaic,All present,None,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,No case marking,Syncretic,None,No gender,No gender,No plural,NA,Person-number stem,NA,NA,NA,No inclusive/exclusive,No inclusive/exclusive,NA,NA,Related for all demonstratives,No gender distinctions,No politeness distinction,NA,NA,No person marking,No morphological case-marking,No case-marking,No case affixes or adpositional clitics,NA,NA,NA,Absent,NA,No possessive affixes,Absent,Three to five classes,NA,NA,NA,NA,Differentiation,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,Normal imperative + special negative,Maximal system,Inflectional optative absent,NA,Other,NA,No grammatical evidentials,No grammatical evidentials,None,None,SOV,SV,OV,NA,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,NA,Adjective-Degree word,NA,Not initial interrogative phrase,NA,OV and Postpositions,NA,OV and NAdj,NA,NA,Accusative,NA,Both the A and P arguments,No zero realization,A precedes P,NA,NA,Absent,NA,NA,NA,NA,Negative affix,Asymmetric,A/Fin,NA,NA,NA,Nonverbal encoding,Different,Possible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,NA,NA,NA,NA,NA,[Neg-V],MorphNeg,nucl1632,Sentani
so,2.58333333333,34.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weakly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,NA,NA,NA,NA,Two-way contrast,Different stem,NA,No gender distinctions,NA,NA,NA,Pronouns only,NA,NA,Case suffixes,Differentiation,"First, second, three-th",NA,Obligatory,NA,Possessive suffixes,NA,NA,Adjectives and relative clauses collapsed,NA,NA,NA,Differentiation,NA,NA,NA,NA,Tense-aspect prefixes,Second singular and second plural,Normal imperative + normal negative,Neither type of system,NA,NA,Other,NA,NA,NA,NA,NA,VSO,VS,VO,NA,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,NA,Final,Initial interrogative phrase,NA,VO and Prepositions,VO and NRel,VO and NAdj,NA,NA,Accusative,Subject affixes on verb,Only the A argument,Zero in all 3rd person forms,A and P do not or do not both occur on the verb,Indirect-object construction,NA,Present,NA,NA,NA,NA,Negative particle,Both,A/Cat,NA,Question particle,Conjunctional,NA,NA,NA,NA,Gap,NA,NA,NA,NA,NA,NA,NA,NA,Decimal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NegV,NegVSO,sooo1256,Soo
sob,-1.91666666667,138.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equal prefixing and suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No case affixes or adpositional clitics,NA,NA,NA,NA,NA,Possessive suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVO,SV,VO,VOX,Prepositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,NA,Final,Not initial interrogative phrase,NA,VO and Prepositions,VO and NRel,VO and NAdj,NA,NA,NA,Subject affixes on verb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative particle,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NegV,SNegVO,sobe1238,Sobei
sod,8.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possessive suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,No dominant order,Genitive-Noun,Adjective-Noun,NA,NA,NA,NA,NA,NA,Mixed,Other,NA,OV and AdjN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative affix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Neg-V],MorphNeg,kist1241,Kistane
sol,48,120,NA,NA,NA,NA,NA,NA,NA,NA,No initial velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,even1259,Evenki
som,3,45,Average,Large (7-14),Moderately low,In plosives alone,Missing /p/,Uvular stops only,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,NA,None,Moderately complex,Simple tone system,NA,NA,NA,NA,All present,Pharyngeals,NA,NA,NA,NA,NA,NA,Strongly suffixing,Productive full and partial reduplication,NA,NA,NA,NA,NA,Plural suffix,"All nouns, always obligatory",NA,NA,Definite affix,"No indefinite, but definite article",NA,NA,Four-way contrast,Different inflection,NA,NA,No politeness distinction,Generic-noun-based,Differentiated,NA,3 cases,Symmetrical,No case affixes or adpositional clitics,Differentiation,"One-th, two-th, three-th",NA,NA,NA,Possessive suffixes,NA,NA,NA,NA,NA,'And' different from 'with',Differentiation,No grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,No perfect,Tense-aspect suffixes,NA,NA,NA,Inflectional optative absent,Verbal constructions,Affixes on verbs,No overlap,NA,NA,NA,NA,SOV,SV,OV,NA,No dominant order,No dominant order,Noun-Adjective,Demonstrative suffix,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,Other position,Not initial interrogative phrase,Initial subordinator word,Other,OV and NRel,OV and NAdj,NA,NA,NA,Subject pronouns in different position,NA,NA,NA,Secondary-object construction,NA,NA,NA,NA,NA,NA,Negative particle,Asymmetric,A/Fin and A/Cat,Predicate negation also present,Question particle,Conjunctional,Mixed,Different,Possible,NA,NA,NA,Subject is expressed overtly,Balanced,Balanced,Balanced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,Logical meanings,NegV,SONegV,soma1255,Somali
son,5.33333333333,132.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Little affixation,NA,NA,NA,NA,NA,NA,No plural,No nominal plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No case affixes or adpositional clitics,NA,NA,NA,NA,NA,Possessive suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVO,SV,VO,NA,Prepositions,Noun-Genitive,No dominant order,Noun-Demonstrative,Numeral-Noun,NA,Adjective-Degree word,Initial,Not initial interrogative phrase,Initial subordinator word,VO and Prepositions,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morphological but no compound,NA,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NegV,Other,sons1242,Sonsorol
soo,48.3333333333,-123.75,NA,NA,NA,NA,NA,NA,NA,NA,Initial velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stra1244,Straits Salish
soq,12.5,54,Moderately large,Average (5-6),Moderately high,In both plosives and fricatives,Missing /p/,None,Ejectives and glottalized resonants,"/l/, no obstruent laterals",No velar nasal,NA,None,Complex,No tones,NA,NA,NA,NA,All present,Pharyngeals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All nouns, always obligatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Subject is expressed overtly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soqo1240,Soqotri
sor,20,84.3333333333,Moderately small,Average (5-6),Average,In plosives alone,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,Moderately complex,No tones,NA,NA,NA,NA,All present,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case suffixes,Identity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postpositions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morphological but no compound,Negative affix,NA,NA,NA,NA,NA,Mixed,Different,Possible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Neg-V],NA,sora1254,Sora
sou,51.8333333333,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First, second, three-th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second singular and second plural,Normal imperative + special negative,NA,NA,NA,NA,NA,NA,NA,Tense and aspect,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decimal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uppe1395,Upper Sorbian
spa,40,-4,Average,Average (5-6),Average,In fricatives alone,Other,None,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,Contrast absent,None,Moderately complex,No tones,No fixed stress,Right-edge: Ultimate or penultimate,Combined,Trochaic,All present,'Th' sounds,Exclusively concatenative,Monoexponential case,4-5 categories per word,Double marking,Dependent marking,Inconsistent or other,Strongly suffixing,No productive reduplication,Core and non-core,Syncretic,Two,Sex-based,Semantic and formal,Plural suffix,"All nouns, always obligatory",Person-number stem + pronominal plural affix,No associative plural,Definite word distinct from demonstrative,Indefinite word same as 'one',No inclusive/exclusive,No inclusive/exclusive,Three-way contrast,Identical,Unrelated,In 3rd person + 1st and/or 2nd person,Binary politeness distinction,Special,Differentiated,No person marking,No morphological case-marking,Additive-quantitatively asymmetrical,No case affixes or adpositional clitics,NA,"First, second, three-th",No distributive numerals,NA,NA,No possessive affixes,Absent,No possessive classification,NA,Without marking,Ergative-Possessive,'And' different from 'with',Identity,Grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,From possessive,Tense-aspect suffixes,Second singular and second plural,Special imperative + normal negative,Neither type of system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,No grammatical evidentials,No grammatical evidentials,Tense and aspect,None,SVO,No dominant order,VO,VOX,Prepositions,Noun-Genitive,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,No question particle,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and NAdj,Nominative - accusative (standard),Nominative - accusative (standard),Accusative,Subject affixes on verb,Both the A and P arguments,No zero realization,P precedes A,Indirect-object construction,Mixed,Present,No antipassive,No applicative construction,Both,Both,Negative particle,Symmetric,Non-assignable,Mixed behaviour,Interrogative word order,'Have',Nonverbal encoding,Different,Impossible,Particle,Gap,Relative pronoun,Subject is left implicit,Deranked,Balanced/deranked,Balanced/deranked,Balanced/deranked,Different,Different,Decimal,6,11,Green vs. blue,Red vs. yellow,"M-T pronouns, paradigmatic",No N-M pronouns,Words derived from Min Nan Chinese te,NA,NA,NA,Affective meanings,NegV,SNegVO,stan1288,Spanish
spc,28,-15.5833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Affective meanings,NA,NA,stan1288,Spanish
spi,32.25,78,NA,NA,NA,NA,NA,NA,NA,NA,Initial velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,NA,NA,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,NA,Degree word-Adjective,NA,Not initial interrogative phrase,NA,NA,NA,OV and NAdj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tibe1272,Tibetan
spo,47.6666666667,-117.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fixed stress,Not predictable,Lexical stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productive full and partial reduplication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Different,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spok1245,Spokane
sps,47.25,-122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fixed stress,Not predictable,Lexical stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sout2965,Southern Puget Sound Salish
squ,49.6666666667,-123.166666667,Large,Small (2-4),High,No voicing contrast,Other,Uvular stops and continuants,Ejectives and glottalized resonants,/l/ and lateral obstruent,No velar nasal,Contrast absent,None,Complex,No tones,Penultimate,Fixed stress (no weight-sensitivity),Prominence,No rhythmic stress,All present,Pharyngeals,Exclusively concatenative,Monoexponential case,8-9 categories per word,Double marking,Head marking,Inconsistent or other,Strongly suffixing,Productive full and partial reduplication,No case marking,Not syncretic,NA,NA,NA,NA,NA,Person-number stem,NA,Definite word distinct from demonstrative,Indefinite word distinct from 'one',No inclusive/exclusive,No inclusive/exclusive,NA,NA,NA,No gender distinctions,NA,Interrogative-based,NA,No adpositions,2 cases,Syncretism in relevant NP-types,Prepositional clitics,NA,"First, second, three-th",NA,NA,NA,Prefixes and suffixes,Absent,No possessive classification,NA,NA,No action nominals,'And' different from 'with',Identity,NA,NA,NA,NA,NA,NA,Special imperative + special negative,Neither type of system,Inflectional optative absent,Affixes on verbs,Affixes on verbs,No overlap,Direct and indirect,Separate particle,None,None,VSO,VS,VO,NA,Prepositions,Noun-Genitive,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Mixed,NA,Second position,NA,Initial subordinator word,VO and Prepositions,Other,VO and AdjN,Neutral,NA,Accusative,Subject affixes on verb,Both the A and P arguments,Zero in all 3rd person forms,P precedes A,NA,NA,Present,NA,NA,NA,Morphological but no compound,Negative auxiliary verb,Asymmetric,A/Fin and A/NonReal,Predicate negation also present,Question particle,NA,Verbal encoding,Different,Impossible,NA,NA,NA,Subject is expressed overtly,NA,Deranked,NA,Deranked,Identical,Different,NA,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,NA,NA,NA,NA,NA,NegV,NegVSO,squa1248,Squamish
sra,5.83333333333,-55.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'And' identical to 'with',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'Have',Verbal encoding,Different,Impossible,Particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,Logical meanings,NA,NA,sran1240,Sranan Tongo
